driver_id,driver_name,age,city,phone,email,platform,vehicle_type,vehicle_condition,experience_level,preferred_shift,reason_for_joining,languages_known,overall_driver_rating,total_trips_completed,trip_completion_rate_%,cancellation_rate_%,avg_daily_earnings_INR,total_complaints,total_compliments,peak_hour_availability,interview_date,communication_score_10,driving_test_score_10,route_knowledge_score_10,customer_handling_score_10,overall_interview_score_10,document_verification,background_check_status,interview_result,rejection_reason,onboarding_date,is_currently_active
DRV028947,Amit Kumar,47,Kolkata,9981811795,amit.kumar@rediffmail.com,Uber ,sedan,Poor,3-5 yrs,day,Unknown,Hindi,4.0,3719,67.1,-1.8,2147,1,71,N,2021/01/23,N/A,4.8,11.5,13.0,8.1,none,,Selected,N/A,15.02.2021,true
DRV010531,Santosh Verma,26,Mumabi,9811261306,santosh.verma@@hotmail.com,UBER,sedan,avg,5+ yrs,day,Lost previous job,"Telugu, Bengali, Marathi",3.5,7112,73.9,8.5,971,9,46,No,24 May 2021,8.6,-1.2,3.7,-0.6,5.8,Pending,Clear,Rejected,Failed driving test,,True
DRV033149,Bharat Patel,46,Bangalore,9709903320,bharat.patel@rediffmail.com,Rapido ,SUV,,N/A,Day,Side hustle,Marathi,4.9,5483,87.5,-0.7,983,99999,NULL,N,13-09-2022,8.5,6.0,10.3,6.2,7.5,pass,pending,Selected,N/A,November 2022,False
N/A,Girish Pandey,999,Hyderabad,9392589436,girish.pandey@hotmail.com,UBER,BIKE,avg,Fresher,NIGHT,none,English,4.1,7124,80.4,,1989/-,44,32,NO,21.05.2023,8.4,9.9,5.5,11.8,7.1,FAIL,Clear,Selected,N/A,2023-05-29T00:00:00Z,NO
DRV047589,Ganesh Singh,23,Lucknow,,ganesh.singh@gmail.com,uber,Mini ,excellent,Fresher,Both,N/A,"English, Bengali, Hindi",6.0,108,102.5,,1574,39,9,1,,6.3,9.6,4.3,9.9,7.5,N/A,Flagged,Selected,N/A,30-03-2024,Yes
DRV049565,Naresh Dubey,54,Lucknow,,naresh.dubey@yahoo.com,ola,Mini,,3-5 yrs,NIGHT,Lost previous job,"Telugu, Bengali",2.9,1495,60.1,22.2,1931,43,27,NO,11/15/22,4.4,N/A,NULL,10.5,6.9,Fail,Clear,Selected,Not applicable,NULL,Y
DRV001179,Pankaj Patel,,Bangalore,N/A,pankaj.patel@yahoo.com,Rapido ,SUV,excellent,na,Night,Lost previous job,Kannada,3.2,473,NULL,31.6,₹2442,NULL,98,True,09/16/23,7.6,5.7,N/A,7.5,N/A,N/A,FLAGGED,On Hold,N/A,-,False
DRV024703,Dinesh Yadav,26,Bangalore,9745844681,dinesh.yadav@gmail.com,Uber ,auto,excellent,5+ yrs,day,Side hustle,None,4.5,1480,61.8,29.8,1786,35,72,false,N/A,5.4,6.2,3.1,9.8,N/A,,Flagged,On Hold,N/A,,0
DRV027665,sunil sharma,43,Bangalore,9615944182,sunil.sharma@hotmail.com,Rapido,Auto,Excellent,0-1 yr,Day,Not disclosed,Kannada,2.6,1042,91.8,30.9,939,28,99999,yes,06.10.2021,10.8,9.2,9.0,6.1,8.4,Pass,pending,On Hold,N/A,-,No
DRV017755,Aj@y Ch@uh@n,51,Delhi,9712594509,,rapido,none,Excellent,0-1 yr,Day,None,"Kannada, Marathi, Bengali",3.5,434,72.2,6.7,903,12,50,YES,08-02-2021,5.9,9.5,9.3,9.5,8.6,Pass,N/A,Rejected,N/A,05-04-2021,1
DRV039819,Mukesh Patel,22,Jaipur,9400039565,mukesh.patel@gmail.com,Uber ,NA,Poor,5+ yrs,Both,Not disclosed,unknown,-1.6,2782,85.5,3.4,1835,26,3,true,2022/09/03,3.6,4.0,7.8,9.2,6.1,Fail,N/A,Rejected,Background check failed,,no
DRV026263,NARESH REDDY,39,Kolkata,9276839,N/A,Rapido,BIKE,N/A,1-3 yrs,NIGHT,none,Telugu,4.5,7645,-1.1,2.0,862,10,77,yes,02/04/23,-1.1,10.0,7.6,NULL,-1.9,pending,Clear,REJECTED,N/A,2023/02/16,1
DRV020242,deepak chauhan,44,KOLKATA,+91-9027457315,deepak.chauhangmail.com,UBER,sedan,Excellent,Fresher,day,,"Hindi, English",2.6,2860,89.3,27.3,437,39,34,False,2023-08-01T00:00:00Z,6.2,4.5,3.5,N/A,NULL,Pass,N/A,Rejected,unknown,NULL,False
DRV031597,amit rao,33,Mumbai,9059347522,amit.rao@gmail.com,Uber & Rapido,auto,poor,Fresher,day,Side hustle,"English, Kannada, Tamil",3.8,4418,88.8,5.7,1918,10,N/A,0,05.03.2023,7.7,5.9,9.3,4.7,6.9,pass,,Selected,N/A,28 April 2023,No
DRV047708,PANKAJ PATEL,22,Mumbai,9866414834,pankaj.patel@@rediffmail.com,UBER,Auto,Excellent,Fresher,Unknown,Family pressure,"Hindi, Kannada",4.9,-2624,92.7,100.5,567,,27,YES,21.06.2023,4.3,6.9,8.9,3.2,5.8,Fail,FLAGGED,n/a,Failed driving test,N/A,Y
DRV034117,Bharat Reddy,-52,Chennai,9531574228,bharat.reddy@gmail.com,uber,Sedan,,0-1 yr,,N/A,Tamil,3.7,4858,79.1,-1.9,2420,42,33,Y,2021-06-14T00:00:00Z,6.7,5.8,4.9,,5.3,unknown,N/A,On Hold,N/A,N/A,1
DRV043704,Ajay Srivastava,25,Hyderabad,XXXXXXXXXX,ajay.srivastava@gmail.com,Rapido,BIKE,poor,1-3 yrs,both,,Hindi,2.6,3523,80.0,25.6,2165,N/A,24,1,27-04-2023,5.1,8.6,N/A,NULL,5.5,,,selected,N/A,05/26/23,Y
DRV030665,Ramesh Chaudhary,34,Hyderabad,,ramesh.chaudhary@@gmail.com,Rapido ,Auto,Good,Fresher,Both,Lost previous job,"Bengali, Hindi, Marathi",3.4,4682,60.4,22.1,1450,16,69,YES,28.08.2021,3.9,5.4,8.7,7.0,N/A,Fail,Pending,Rejected,Vehicle age too old,NULL,Yes
DRV025789,Girish Singh,25,Chennai,9405886815,girish.singh@hotmail.com,Uber & Rapido,Sedan,excellent,Fresher,Day,none,"Gujarati, Kannada",4.9,NULL,76.7,N/A,2158.00,0,43,false,March 2022,,9.7,4.6,4.1,7.0,pass,FLAGGED,Selected,N/A,2022-03-19T00:00:00Z,1
DRV029926,Yogesh Pandey,,Mumbai,9058056,yogesh.pandey@yahoo.com,Uber ,BIKE,avg,unknown,Night,Not disclosed,"Telugu, Hindi, Bengali",5.3,2613,75.7,NULL,2469,42,90,0,07 July 2023,5.0,4.7,3.8,8.1,5.4,pass,,Rejected,Poor communication,N/A,No
DRV020991,Deepak Yadav,-20,Ahmedabad,9430897104,deepak.yadav@rediffmail.com,UBER,Auto,Excellent,1-3 yrs,day,N/A,"Gujarati, English, Telugu",5.0,99999,,12.9,1556,22,9,N,07/30/22,6.5,4.8,4.1,3.9,4.8,Fail,Flagged,Rejected,Low rating history,N/A,False
DRV042041,Naresh Dubey,30,Ahmedabad,9609141666,naresh.dubey@gmail.com,ola,Sedan,Good,1-3 yrs,Day,Unknown,"English, Bengali",2.7,-5155,102.8,14.0,1077,38,N/A,Yes,15-01-2022,3.4,9.4,6.7,7.7,6.8,FAIL,N/A,Rejected,Failed driving test,,True
DRV015101,Rakesh Singh,43,Bangalore,9330069577,rakesh.singh@hotmail.com,Uber & Rapido,NA,N/A,Fresher,Both,Family pressure,"English, Tamil",-0.4,7273,71.9,28.0,2380,46,99999,No,September 2022,5.8,9.0,-0.9,-0.2,6.8,pass,Clear,On Hold,N/A,,No
DRV047169,Suresh Srivastava,38,Pune,9424584586,suresh.srivastava@rediffmail.com,rapido,NA,excellent,Fresher,Night,Side hustle,"Bengali, Hindi",4.2,3627,86.2,30.8,2351,19,40,No,January 2021,5.9,5.6,3.8,10.4,,pending,clear,NA,none,N/A,NO
DRV007209,N@resh Dubey,23,Jaipur,9643597170,naresh.dubey@rediffmail.com,rapido,Auto,N/A,3-5 yrs,both,Extra income,"Bengali, Hindi",2.7,4756,72.0,29.7,Rs.1465,11,7,NO,20.08.2022,6.5,4.9,7.1,7.8,6.6,Fail,Clear,Rejected,Not applicable,,NO
DRV016221,Naveen Jha,22,Lucknow,9188621733,naveen.jha@gmail.com,UBER,Auto,Poor,3-5 yrs,Night ,none,"English, Tamil, Hindi",-1.8,1248,100.6,34.8,,43,45,true,2021-12-25T00:00:00Z,3.9,10.3,7.7,12.9,6.6,Fail,Flagged,On Hold,unknown,,yes
NULL,Vijay Chauhan,-32,Hyderabad,9740959551,vijay.chauhan@hotmail.com,ola,Mini ,NA,0-1 yr,Both,Flexible hours,"Gujarati, Telugu, Hindi",2.8,NULL,81.3,-0.5,2386,49,80,True,19-06-2021,3.4,NULL,6.1,6.3,5.6,,clear,REJECTED,N/A,11-08-2021,false
DRV025514,Umesh Tripathi,55,LUCKNOW,9966085531,umesh.tripathi@hotmail.com,uber,Sedan,,5+ yrs,DAY,-,"Kannada, English",4.6,7113,77.6,34.0,1803,21,22,No,15 February 2023,6.6,8.3,8.3,4.5,6.9,Pending,pending,On Hold,N/A,N/A,false
DRV038963,Dinesh Dubey,53,Jaipur,9226014339,dinesh.dubey@yahoo.com,rapido,BIKE,Good,1-3 yrs,N/A,Full time job,"Gujarati, Hindi, English",2.8,-2117,78.5,10.7,2259.00,18,55,False,October 2023,6.4,,6.5,3.3,5.2,Pass,Flagged,On Hold,N/A,,Yes
DRV000585,Santosh Mishra,26,Jaipur,9065810942,santosh.mishra@rediffmail.com,uber,Auto,Good,,DAY,Lost previous job,"Hindi, Bengali",3.9,5340,62.8,-1.3,741,33,31,YES,May 2022,NULL,7.5,7.8,8.9,7.7,Pending,Unknown,N/A,N/A,,no
DRV048540,Pradeep Gupta,39,Bangalore,9053954151,pradeep.gupta@gmail.com,uber,SUV,excellent,5+ yrs,Night,none,Unknown,4.7,2258,85.8,2.0,Rs.2079,99999,N/A,True,N/A,6.8,6.1,3.7,6.1,5.7,Fail,N/A,Rejected,,,false
DRV015206,Vikram Verma,45,JAIPUR,9839229232,vikram.verma@rediffmail.com,uber,Auto,Average,0-1 yr,NULL,Side hustle,unknown,4.0,-1051,94.3,NULL,419,12,79,Y,11.08.2021,9.9,5.8,9.0,13.0,7.6,Pass,,Selected,N/A,2021-10-05T00:00:00Z,1
DRV001441,yogesh yadav,45,Chenna,9861589344,yogesh.yadav@hotmail.com,ola,na,avg,1-3 yrs,Night,Family pressure,"Bengali, Hindi",3.7,2266,NULL,,602,23,71,True,17-03-2023,7.0,4.8,8.4,7.8,7.0,Pass,Pending,On Hold,N/A,NULL,Y
DRV039040,Ravi Verma,,Hyderabad,9333550718,ravi.verma@hotmail.com,Rapido,n/a,Unknown,Fresher,Both,Full time job,Telugu,3.3,99,75.7,1.3,9999999,19,6,Yes,19 March 2024,3.8,-1.7,-0.6,8.0,6.0,FAIL,Pending,Selected,N/A,16-04-2024,true
DRV042558,Sunil Reddy,54,Mumbai,9338188070,sunil.reddy@hotmail.com,rapido,NA,Excellent,3-5 yrs,NIGHT,Not disclosed,"English, Kannada, Tamil",4.7,3572,,17.4,2432,38,50,Y,2022-07-28T00:00:00Z,9.8,7.4,3.1,9.3,7.4,N/A,,Selected,N/A,07.08.2022,No
DRV005815,Mahesh Chaudhary,-29,mumbai,96690-12181,mahesh.chaudhary@yahoo.com,Uber,SUV,Poor,Fresher,both,Not disclosed,"Kannada, Tamil, Gujarati",4.0,1986,98.5,33.0,Rs.964,4,17,0,,5.5,5.1,3.0,4.1,4.4,pass,Clear,Rejected,Not applicable,-,True
DRV042975,Rajesh Shukla,35,Bangalore,9505763457,rajesh.shukla@hotmail.com,Unknown,Bike,Excellent,5+ yrs,NIGHT,Flexible hours,Marathi,-0.5,99999,,20.8,-2300,24,4,N,December 2022,10.5,N/A,4.9,5.9,-0.8,pass,Clear,REJECTED,Vehicle age too old,NULL,No
DRV011162,Pradeep Shukla,47,Mumbai,XXXXXXXXXX,pradeep.shukla@yahoo,Uber,Bike,Excellent,1-3 yrs,Night,Flexible hours,"Gujarati, English, Bengali",3.1,3585,101.2,7.3,1368,29,63,true,04.02.2021,3.6,6.0,7.0,4.4,5.2,FAIL,pending,On Hold,N/A,,false
DRV012765,Pradeep Nair,39,Lucknow,,pradeep.nair@yahoo.com,Uber & Rapido,Sedan,excellent,3-5 yrs,DAY,Flexible hours,"Gujarati, Hindi",N/A,7723,76.0,19.0,Rs.1563,46,58,1,2022-04-08T00:00:00Z,10.6,6.5,5.8,6.6,6.4,Fail,N/A,selected,N/A,05/14/22,false
DRV004352,Sanjay Tripathi,-24,Ahmedabad,9346574305,sanjay.tripathi@gmail.com,UBER,suv,Excellent,1-3 yrs,both,Not disclosed,"Tamil, Marathi",4.9,-3833,-0.3,4.3,₹588,7,16,1,29.04.2023,3.7,8.0,9.4,N/A,6.6,pass,Flagged,selected,N/A,N/A,False
DRV016239,Manoj Rao,41,Delhi,9719240897,manoj.rao@gmail.com,UBER,None,avg,1-3 yrs,NIGHT,Full time job,"Hindi, Telugu, Tamil",2.6,99999,86.2,32.6,1327,23,23,1,2021/08/19,8.4,7.9,3.0,9.6,7.2,Pass,Pending,On Hold,N/A,17.10.2021,True
DRV027389,Manoj Sharma,32,Lucknow,9341678552,manoj.sharma@gmail.com,UBER,Mini,Excellent,0-1 yr,Night,Not disclosed,"Tamil, Marathi",4.3,308,87.6,0.9,863,NULL,22,NO,2022/05/29,8.9,8.4,6.5,3.3,6.8,Pass,Clear,Rejected,Low rating history,N/A,No
DRV020708,Mahesh Singh,31,Chenna,9170304674,mahesh.singh@gmail.com,Rapido,sedan,Good,1-3 yrs,Night,N/A,Bengali,4.8,99999,NULL,1.4,₹514,32,99999,Yes,2022/01/12,8.5,9.2,7.7,-0.8,7.8,Fail,Clear,Selected,N/A,29-01-2022,1
DRV039838,Girish Chaudhary,26,Pune,9244591579,girish.chaudhary@yahoo.com,ola,SUV,excellent,0-1 yr,N/A,N/A,NA,2.7,-5086,71.9,31.9,2255,4,70,false,2022-04-27T00:00:00Z,5.9,6.5,-0.8,9.9,11.7,N/A,FLAGGED,On Hold,N/A,,false
DRV035971,Sunil Tiwari,34,Lucknow,9121369743,sunil.tiwari@rediffmail.com,RAPIDO,BIKE,Unknown,0-1 yr,Day,Lost previous job,Tamil,3.8,6226,96.7,19.9,1141,29,10,no,23 October 2022,9.7,4.4,7.5,-1.3,6.3,pending,pending,On Hold,N/A,,Y
DRV049452,Rajesh Dubey,54,Pune,9440998414,rajesh.dubeyyahoo.com,UBER,sedan,Unknown,3-5 yrs,day,Lost previous job,Marathi,4.8,-5793,93.3,34.3,968,42,39,no,28.07.2023,8.3,6.0,4.8,4.8,10.9,Fail,,On Hold,N/A,,0
DRV014053,Manoj Tripathi,47,Mumbai,9021064324,manoj.tripathi@yahoo.com,Uber & Rapido,Mini ,avg,1-3 yrs,NIGHT,Extra income,"English, Telugu, Hindi",3.7,1150,102.7,23.5,1691,27,56,Y,,3.8,6.6,3.0,6.5,5.0,pass,N/A,On Hold,N/A,,yes
DRV044336,Manoj Kumar,30,Chennai,9542392891,manoj.kumarhotmail.com,NULL,auto,excellent,5+ yrs,NA,Flexible hours,Tamil,4.3,-3735,96.2,34.6,1502,13,91,Yes,NULL,,5.2,10.6,7.6,N/A,pass,Clear,On Hold,N/A,-,0
DRV033918,VIJAY REDDY,35,Chennai,9969629551,vijay.reddy@yahoo.com,Uber & Rapido,Mini,Average,n/a,NA,Full time job,Telugu,5.7,4264,68.0,2.9,1653,45,45,no,NULL,4.5,11.2,6.7,4.3,5.1,,N/A,On Hold,N/A,NULL,yes
DRV046539,DEEPAK VERMA,34,Mumabi,9516514730,deepak.verma@yahoo.com,rapido,sedan,none,-,Day,Not disclosed,"English, Telugu, Tamil",4.1,NULL,79.9,17.8,N/A,25,57,false,20-02-2021,3.3,4.6,4.2,6.8,4.7,NA,None,Rejected,Vehicle age too old,-,YES
DRV003175,Rajesh Tiwari,31,Delhi,9092617521,rajesh.tiwari@rediffmail.com,ola,Bike,,0-1 yr,na,Full time job,"Tamil, Gujarati, Marathi",4.4,N/A,95.0,6.9,1225,17,36,False,03/23/24,9.5,9.8,8.1,3.4,-1.4,Pass,,On Hold,N/A,04/27/24,Yes
DRV028063,Suresh Gupta,34,Chennai,9679028065,suresh.gupta@hotmail.com,NA,Mini,,0-1 yr,Night,Side hustle,"Marathi, Bengali, Hindi",4.8,474,100.1,100.1,915,49,69,NO,2021-10-04T00:00:00Z,4.7,6.7,6.2,11.4,5.6,Pass,pending,Selected,None,November 2021,NO
DRV012150,Ravi Patel,34,Mumbai,9799312988,ravi.patel@gmail.com,Uber ,Bike,Good,0-1 yr,Night ,Lost previous job,Telugu,4.1,4166,73.9,28.7,Rs.621,99999,51,True,27.06.2023,6.1,9.4,N/A,12.0,6.5,None,N/A,Selected,N/A,2023/07/29,1
DRV040016,Pradeep Dubey,-21,KOLKATA,9712607220,,Uber & Rapido,Auto,avg,3-5 yrs,unknown,Not disclosed,"Hindi, Kannada",3.5,2307,91.7,26.5,,99999,34,N,22.09.2023,8.3,8.7,9.3,7.3,8.4,Fail,FLAGGED,Rejected,Background check failed,N/A,No
DRV036271,Anil Reddy,32,Chennai,9241833948,anil.reddy@hotmail.com,UBER,Mini ,excellent,0-1 yr,NIGHT,Lost previous job,Unknown,2.9,3618,N/A,5.6,939,41,99999,True,13-02-2021,4.6,4.3,3.9,-0.2,4.5,pending,pending,on hold,,N/A,N
DRV036704,Pradeep Mishra,39,Chennai,9859508263,N/A,Rapido,SUV,Excellent,Fresher,N/A,,"Kannada, Hindi, English",4.9,1634,97.2,12.6,1140,99999,18,Y,,6.2,N/A,6.2,5.1,6.8,Pending,Flagged,On Hold,N/A,,yes
DRV012067,Dinesh Srivastava,21,Hyderabad,95349-51753,dinesh.srivastava@hotmail.com,RAPIDO,suv,,5+ yrs,na,N/A,"Bengali, Telugu, Tamil",2.8,392,65.3,NULL,555,20,99999,NO,2023/07/16,NULL,9.7,10.3,7.0,8.2,FAIL,clear,Selected,N/A,2023-09-05T00:00:00Z,True
DRV027986,Mukesh Pandey,,Hyderabad,93596-02365,mukesh.pandey@yahoo.com,Uber & Rapido,sedan,good,0-1 yr,N/A,Full time job,"English, Tamil, Kannada",4.4,3626,73.5,31.9,2328,11,6,Yes,2022/04/02,7.6,6.2,6.2,8.1,7.0,Pass,clear,Selected,N/A,2022/05/08,False
DRV037585,Ajay Reddy,52,Jaipur,9403942320,ajay.reddy@@yahoo.com,Rapido,BIKE,,0-1 yr,both,Lost previous job,"Marathi, Telugu, Bengali",3.9,2401,80.6,25.1,1306,0,83,No,October 2021,3.4,N/A,8.9,,7.0,Fail,FLAGGED,On Hold,N/A,,True
DRV004157,Dinesh Singh,999,Delhi,9564118341,N/A,Uber ,sedan,Good,Fresher,Day,Flexible hours,"Tamil, Hindi",4.4,3803,79.7,102.7,979,3,35,No,01/25/23,5.5,N/A,7.3,5.0,6.5,-,clear,On Hold,N/A,NULL,0
DRV033769,Naresh Rao,32,Bangalore,9118791228,naresh.rao@yahoo.com,Rapido,suv,N/A,na,both,Side hustle,"Hindi, Bengali, Telugu",3.5,6836,95.7,100.9,Rs.1966,37,86,YES,25 February 2023,5.0,8.9,6.3,8.4,7.2,pending,clear,On Hold,N/A,NULL,N
DRV047723,Sanjay Kumar,30,Pune,9440949618,sanjay.kumar@rediffmail.com,Uber & Rapido,auto,Poor,NA,Day,Flexible hours,"Hindi, Gujarati",3.6,2396,98.0,17.3,2141.00,99999,N/A,no,NULL,3.1,9.8,3.5,8.1,6.1,Pass,Clear,Rejected,NULL,NULL,NO
DRV040082,MAHESH RAO,,Ahmedabad,91864-13275,mahesh.rao@gmail.com,Uber,Auto,poor,N/A,Both,Family pressure,Bengali,4.6,2799,87.4,15.7,2318,34,31,0,12-02-2021,5.1,11.0,3.7,5.7,5.2,N/A,pending,None,N/A,N/A,false
DRV016444,Ramesh Reddy,48,Hyderabad,9211385182,ramesh.reddy@gmail.com,rapido,Auto,Excellent,1-3 yrs,day,Flexible hours,English,5.9,3396,N/A,14.2,1613,23,100,true,29-03-2024,9.6,9.1,9.7,3.3,7.9,Fail,,Selected,N/A,04 April 2024,no
DRV007301,vijay rao,34 yrs,Pune,9658075398,NULL,Rapido ,SUV,Poor,Fresher,,N/A,"English, Hindi",3.4,1439,79.8,19.1,Rs.2027,25,78,0,25.10.2022,N/A,4.5,4.1,N/A,5.0,Pass,,Rejected,,,True
DRV026498,MAHESH NAIR,48,Mumbai,9943051692,,Rapido,sedan,unknown,Fresher,Both,Extra income,"English, Tamil",2.6,5084,97.7,23.6,2478,46,5,False,2022-05-09T00:00:00Z,4.4,6.9,6.5,3.2,5.2,Pending,clear,On Hold,N/A,-,N
DRV009872,Dinesh Mishra,35,Mumbai,9375309777,dinesh.mishra@hotmail.com,UBER,SUV,Excellent,0-1 yr,,Lost previous job,"Kannada, Tamil, Bengali",4.4,731,94.1,100.5,2296,39,9,0,17.07.2021,8.9,4.9,9.1,10.6,7.8,FAIL,Flagged,Selected,N/A,2021/09/14,N
DRV023249,Dinesh Sharma,25,Mumbai,9865308823,dinesh.sharma@hotmail.com,Rapido ,NULL,Average,Fresher,Day,Family pressure,English,NULL,1095,86.4,21.6,940,0,89,yes,10-07-2021,4.6,5.4,N/A,3.6,4.7,N/A,Pending,Rejected,Vehicle age too old,-,1
DRV003262,Naresh Chauhan,33,Mumbai,9401258367,naresh.chauhan@yahoo.com,rapido,Sedan,N/A,0-1 yr,Night,Flexible hours,"Kannada, Marathi, Hindi",4.9,99999,101.3,21.4,1876,99999,90,yes,June 2023,3.3,5.3,8.9,3.5,N/A,Pending,Pending,On Hold,N/A,-,yes
DRV033554,Ajay Dubey,36,Ahmedabad,9393130527,ajay.dubey@yahoo.com,Uber ,Bike,Average,0-1 yr,N/A,N/A,Kannada,2.8,2060,,10.2,Rs.1563,99999,37,False,04/29/21,7.7,N/A,9.5,9.4,11.4,unknown,clear,Rejected,Incomplete documents,NULL,yes
DRV040780,Vij@y Jh@,27,Chennai,98504-88745,vijay.jha@hotmail.com,uber,Mini ,N/A,0-1 yr,Night ,Flexible hours,"Gujarati, Tamil, Hindi",3.4,7636,62.7,27.9,2010,NULL,18,NO,13-01-2024,7.6,7.2,3.4,,6.2,pending,pending,Rejected,Vehicle age too old,,False
DRV036766,Pankaj Yadav,999,MUMBAI,9834098330,pankaj.yadav@gmail.com,Uber & Rapido,Auto,Excellent,Fresher,both,Full time job,"English, Tamil",5.5,2476,71.2,25.2,1255,13,90,1,10-01-2024,5.8,10.0,7.0,9.4,N/A,Pending,,Selected,Unknown,29 February 2024,no
DRV006194,Ravi Nair,47,Pune,9198898579,ravi.nair@hotmail.com,rapido,sedan,excellent,3-5 yrs,N/A,none,Gujarati,5.0,5486,N/A,34.8,1989/-,32,5,True,01-02-2024,7.6,5.4,N/A,9.6,8.1,Pending,FLAGGED,Selected,N/A,03.03.2024,False
DRV026965,DINESH SHARMA,30,BANGALORE,9305213634,dinesh.sharma@hotmail.com,Uber ,n/a,N/A,0-1 yr,na,Side hustle,"Marathi, Bengali, Kannada",,N/A,87.4,17.8,1452,33,75,Y,2022-04-20T00:00:00Z,7.0,6.0,9.0,9.2,7.8,pass,,,N/A,June 2022,1
DRV002630,Mukesh Tripathi,24,Pune,N/A,mukesh.tripathi@hotmail.com,Rapido,Sedan,good,3-5 yrs,Night,Extra income,"Tamil, Kannada",3.6,-150,70.9,10.2,819,14,63,yes,NULL,5.4,4.8,4.6,3.5,-1.6,pending,Clear,Rejected,Poor communication,,Y
DRV014064,Naveen Singh,29,Bangalore,9206470394,naveen.singh@hotmail.com,UBER,sedan,Excellent,0-1 yr,Day,Family pressure,"English, Kannada",4.2,2719,74.2,102.7,1668,31,67,N,February 2021,6.9,5.3,5.2,8.3,6.4,Pass,,REJECTED,N/A,04 April 2021,True
DRV000799,Sunil Chaudhary,43,Mumbai,9234667000,sunil.chaudhary@hotmail.com,unknown,SUV,N/A,Fresher,day,Extra income,Telugu,2.8,5511,98.9,15.1,2224,99999,70,YES,12-09-2022,7.6,5.7,6.7,5.6,6.4,N/A,,On Hold,N/A,-,False
DRV040073,Pradeep Chauhan,50,Hyderabad,94661-95547,pradeep.chauhan@yahoo.com,UBER,Auto,GOOD,Fresher,Night ,none,"Bengali, Telugu",4.9,4507,67.6,5.8,1627,22,35,NO,,8.6,12.0,NULL,9.5,,Fail,N/A,Rejected,Vehicle age too old,-,yes
,Naveen Dubey,23 yrs,Kolkata,9244228987,naveen.dubey@gmail.com,uber,Mini ,avg,5+ yrs,Night ,N/A,"Gujarati, Bengali",unrated,953,68.8,,N/A,13,38,yes,2021/02/28,12.4,9.1,8.8,5.5,7.1,Pass,N/A,N/A,Not applicable,NULL,Yes
DRV032626,rajesh singh,20,Lucknow,9845993,rajesh.singh@@rediffmail.com,Uber & Rapido,Auto,N/A,1-3 yrs,day,Side hustle,Telugu,3.2,3467,-0.8,0.2,N/A,N/A,65,1,06-02-2024,,9.1,5.8,4.9,5.7,N/A,Clear,On Hold,n/a,-,Yes
DRV023747,dinesh tiwari,39,Chennai,9417432144,dinesh.tiwari@hotmail.com,Uber & Rapido,sedan,Average,3-5 yrs,,Lost previous job,Gujarati,5.8,6953,62.4,101.9,2477,36,34,1,03.03.2023,-1.0,9.7,3.1,6.4,7.2,FAIL,Clear,Selected,N/A,March 2023,YES
DRV011034,Mukesh Rao,999,Ahmedabad,9710254916,mukesh.rao@rediffmail.com,Uber ,suv,excellent,None,,Full time job,Kannada,,238,89.6,21.5,785,40,21,YES,2022-11-05T00:00:00Z,11.3,9.5,8.0,7.0,N/A,,N/A,-,N/A,20.11.2022,No
DRV011097,Vikram Tripathi,32,Jaipur,9240928714,N/A,Uber ,unknown,GOOD,5+ yrs,NIGHT,Extra income,"Marathi, Bengali, English",3.3,3001,NULL,-0.6,650,18,1,false,2021-01-17T00:00:00Z,7.5,NULL,9.0,4.6,7.0,Fail,Clear,Rejected,na,,no
DRV026039,Yogesh Verma,47,Chennai,9040763836,yogesh.verma@gmail.com,rapido,suv,avg,5+ yrs,Both,N/A,"English, Kannada, Bengali",3.8,7625,N/A,15.5,577,23,96,False,29.03.2022,6.0,6.9,4.8,N/A,6.9,,Flagged,On Hold,N/A,NULL,1
DRV018563,DINESH PATEL,46,Lucknow,+91-9382710283,dinesh.patel@yahoo.com,Uber,suv,GOOD,Fresher,NIGHT,Not disclosed,"Hindi, Gujarati",4.8,3489,-1.7,1.5,2050/-,99999,87,No,December 2022,4.1,11.2,3.2,NULL,4.9,FAIL,pending,Rejected,Unknown,NULL,yes
DRV033299,M@hesh Mishr@,N/A,Delhi,N/A,mahesh.mishra@gmail.com,uber,n/a,good,Fresher,N/A,Not disclosed,"Tamil, English, Marathi",5.8,3605,83.6,18.4,,7,100,N,09/13/23,9.4,8.2,10.3,3.2,7.6,,,Selected,N/A,03-10-2023,false
DRV034497,Amit Rao,32,Bangalore,9381772196,amit.rao@yahoo.com,Uber & Rapido,Auto,good,1-3 yrs,Night,Full time job,N/A,N/A,5274,74.7,102.7,Rs.598,99999,43,False,27-07-2023,5.0,-1.9,7.7,9.0,7.0,FAIL,pending,Selected,N/A,20-09-2023,No
DRV025176,Suresh Chauhan,41,Delhi,9915793947,suresh.chauhan@rediffmail.com,Rapido ,SUV,Good,Fresher,NIGHT,Flexible hours,Kannada,4.7,7369,96.9,34.5,2235,42,99999,1,2022-02-03T00:00:00Z,-1.5,9.9,-0.2,3.4,7.2,Pass,,Selected,N/A,01 April 2022,True
DRV007620,Sanjay Tiwari,21,Bangalore,9258550022,sanjay.tiwarihotmail.com,Uber ,auto,N/A,0-1 yr,Night ,Not disclosed,"Kannada, Marathi",6.1,602,68.7,32.1,2487,34,11,false,28 January 2021,5.8,NULL,,8.4,7.2,Pending,Pending,Selected,N/A,2021/03/07,No
